bea_code,bea_desc,naics_desc,naics_code,bea_naics_desc_agg,text_clean,eio_co2
114000,"Fishing, hunting and trapping",Ray fishing,114111,"Ray fishing. Fishing, hunting and trapping",ray fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Rockfish fishing,114111,"Rockfish fishing. Fishing, hunting and trapping",rockfish fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Sablefish fishing,114111,"Sablefish fishing. Fishing, hunting and trapping",sablefish fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Salmon fishing,114111,"Salmon fishing. Fishing, hunting and trapping",salmon fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Sea bass fishing,114111,"Sea bass fishing. Fishing, hunting and trapping",sea bass fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Sea herring fishing,114111,"Sea herring fishing. Fishing, hunting and trapping",sea herring fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Sea trout fishing,114111,"Sea trout fishing. Fishing, hunting and trapping",sea trout fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Shark fishing,114111,"Shark fishing. Fishing, hunting and trapping",shark fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Snapper fishing,114111,"Snapper fishing. Fishing, hunting and trapping",snapper fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Swordfish fishing,114111,"Swordfish fishing. Fishing, hunting and trapping",swordfish fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Tilefish fishing,114111,"Tilefish fishing. Fishing, hunting and trapping",tilefish fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Trout fishing,114111,"Trout fishing. Fishing, hunting and trapping",trout fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Tuna fishing,114111,"Tuna fishing. Fishing, hunting and trapping",tuna fishing fishing hunting trapping,0.3702356962903582
114000,"Fishing, hunting and trapping",Whiting fishing,114111,"Whiting fishing. Fishing, hunting and trapping",whiting fishing fishing hunting trapping,0.3702356962903582
311111,Dog and cat food manufacturing,"Animal feed mills, dog and cat, manufacturing",311111,"Animal feed mills, dog and cat, manufacturing. Dog cat food manufacturing",animal feed mills dog cat dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,"Animal feeds, prepared, dog and cat, manufacturing",311111,"Animal feeds, prepared, dog and cat, manufacturing. Dog cat food manufacturing",animal feeds prepared dog cat dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,Cat food manufacturing,311111,Cat food manufacturing. Dog and cat manufacturing,cat food dog cat,1.03369047282725
311111,Dog and cat food manufacturing,"Dog and cat food (e.g., canned, dry, frozen, semimoist), manufacturing",311111,"Dog and cat food (), manufacturing. manufacturing",dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,Dog food manufacturing,311111,Dog food manufacturing. and cat manufacturing,dog food cat,1.03369047282725
311111,Dog and cat food manufacturing,"Feed supplements, dog and cat, manufacturing",311111,"Feed supplements, dog and cat, manufacturing. Dog cat food manufacturing",feed supplements dog cat dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,"Feeds, prepared for dog and cat, manufacturing",311111,"Feeds, prepared for dog and cat, manufacturing. Dog cat food manufacturing",feeds prepared dog cat dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,"Horsemeat, processing, for dog and cat food",311111,"Horsemeat, processing, for dog and cat food. Dog food manufacturing",horsemeat processing dog cat food dog food,1.03369047282725
311111,Dog and cat food manufacturing,"Meat canning, dog and cat, pet food, made from purchased carcasses",311111,"Meat canning, dog and cat, pet food, made from purchased carcasses. Dog cat food manufacturing",meat canning dog cat pet food made purchased carcasses dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,"Meat products, dog and cat, pet food, canning, made from purchased carcasses",311111,"Meat products, dog and cat, pet food, canning, made from purchased carcasses. Dog cat food manufacturing",meat products dog cat pet food canning made purchased carcasses dog cat food,1.03369047282725
311111,Dog and cat food manufacturing,"Pet food, dog and cat, manufacturing",311111,"Pet food, dog and cat, manufacturing. Dog cat food manufacturing",pet food dog cat dog cat food,1.03369047282725
311119,Other animal food manufacturing,"Alfalfa meal, dehydrated, manufacturing",311119,"Alfalfa meal, dehydrated, manufacturing. Other animal food manufacturing",alfalfa meal dehydrated animal food,1.195082524128647
311119,Other animal food manufacturing,Alfalfa prepared as feed for animals,311119,Alfalfa prepared as feed for animals. Other animal food manufacturing,alfalfa prepared feed animals animal food,1.195082524128647
311119,Other animal food manufacturing,"Alfalfa, cubed, manufacturing",311119,"Alfalfa, cubed, manufacturing. Other animal food manufacturing",alfalfa cubed animal food,1.195082524128647
311119,Other animal food manufacturing,Animal feed mills (except dog and cat) manufacturing,311119,Animal feed mills () manufacturing. Other animal food manufacturing,animal feed mill animal food,1.195082524128647
311119,Other animal food manufacturing,"Animal feeds, prepared (except dog and cat), manufacturing",311119,"Animal feeds, prepared (), manufacturing. Other animal food manufacturing",animal feeds prepared  animal food,1.195082524128647
311119,Other animal food manufacturing,"Barley feed, chopped, crushed or ground, manufacturing",311119,"Barley feed, chopped, crushed or ground, manufacturing. Other animal food manufacturing",barley feed chopped crushed ground animal food,1.195082524128647
311119,Other animal food manufacturing,"Bird feed, prepared, manufacturing",311119,"Bird feed, prepared, manufacturing. Other animal food manufacturing",bird feed prepared animal food,1.195082524128647
311119,Other animal food manufacturing,Blending animal feed,311119,Blending animal feed. Other food manufacturing,blending animal feed food,1.195082524128647
311119,Other animal food manufacturing,Bone meal prepared as feed for animals and fowls,311119,Bone meal prepared as feed for animals and fowls. Other animal food manufacturing,bone meal prepared feed animal fowls animal food,1.195082524128647
311119,Other animal food manufacturing,"Cattle feeds, supplements, concentrates, and premixes, manufacturing",311119,"Cattle feeds, supplements, concentrates, and premixes, manufacturing. Other animal food manufacturing",cattle feeds supplements concentrates premixes animal food,1.195082524128647
311119,Other animal food manufacturing,"Chicken feeds, prepared, manufacturing",311119,"Chicken feeds, prepared, manufacturing. Other animal food manufacturing",chicken feeds prepared animal food,1.195082524128647
311119,Other animal food manufacturing,"Citrus pulp, cattle feed, manufacturing",311119,"Citrus pulp, cattle feed, manufacturing. Other animal food manufacturing",citrus pulp cattle feed animal food,1.195082524128647
311119,Other animal food manufacturing,"Complete feed, livestock, manufacturing",311119,"Complete feed, livestock, manufacturing. Other animal food manufacturing",complete feed livestock animal food,1.195082524128647
311119,Other animal food manufacturing,Custom milling of animal feed,311119,Custom milling of animal feed. Other food manufacturing,custom milling animal feed food,1.195082524128647
311119,Other animal food manufacturing,"Dairy cattle feeds supplements, concentrates, and premixes, manufacturing",311119,"Dairy cattle feeds supplements, concentrates, and premixes, manufacturing. Other animal food manufacturing",dairy cattle feed supplements concentrates premixes animal food,1.195082524128647
311119,Other animal food manufacturing,Earthworm food and bedding manufacturing,311119,Earthworm food and bedding manufacturing. Other animal manufacturing,earthworm food bedding animal,1.195082524128647
311119,Other animal food manufacturing,"Feed concentrates, animal, manufacturing",311119,"Feed concentrates, animal, manufacturing. Other animal food manufacturing",feed concentrates animal animal food,1.195082524128647
311119,Other animal food manufacturing,"Feed premixes, animal, manufacturing",311119,"Feed premixes, animal, manufacturing. Other animal food manufacturing",feed premixes animal animal food,1.195082524128647
311119,Other animal food manufacturing,"Feed supplements, animal (except cat, dog), manufacturing",311119,"Feed supplements, animal (), manufacturing. Other food manufacturing",feed supplements animal  food,1.195082524128647
311119,Other animal food manufacturing,"Feeds, prepared, for animals (except cat, dog) manufacturing",311119,"Feeds, prepared, for animals () manufacturing. Other animal food manufacturing",feeds prepared animal animal food,1.195082524128647
311119,Other animal food manufacturing,"Feeds, specialty (e.g., guinea pig, mice, mink), manufacturing",311119,"Feeds, specialty (), manufacturing. Other animal food manufacturing",feeds specialty  animal food,1.195082524128647
